Unique event name,Series,Number,Date,YouTube,Guests,Title or name of stream
"Parr, Pezzulo, Friston 2022 Textbook Cohort 5, Chapter 5 part 1","Parr, Pezzulo, Friston 2022 Textbook","Cohort 5, Chapter 5 part 1",11/21/2023 12:00 PM,https://youtu.be/MMOsuWNoPSo,,"Textbook Group meeting for Parr, Pezzulo, Friston 2022."
Insights #001,Insights,#001,11/22/2023,https://www.youtube.com/watch?v=N5H5I6cvcrQ,Karl J Friston,"Free Energy, Time, Consciousness"
GuestStream #064.1,GuestStream,#064.1,11/29/2023,https://www.youtube.com/watch?v=PQGoQYpyqUY,Elliot Murphy,ROSE: A neurocomputational architecture for syntax
Insights #002,Insights,#002,11/30/2023,https://www.youtube.com/watch?v=njbpi3YTMPY,Mahault Albarracin,"Epistemic Communities, Social Scripts, AI"
GuestStream #065.1,GuestStream,#065.1,12/6/2023,https://www.youtube.com/watch?v=eMtgUJl68jg,Phoebe Klett,Towards Bayesian World Models
GuestStream #066.1,GuestStream,#066.1,12/6/2023,https://www.youtube.com/watch?v=rF3zyjv2Drw,Adrian Bejan,The Physics of Life: How to Predict Evolution
Insights #003,Insights,#003,12/7/2023,https://www.youtube.com/watch?v=aC8GC15sqME,John Vervaeke,"Relevance Realisation, Predictive Processing, Flow"
GuestStream #067.1,GuestStream,#067.1,12/7/2023,https://www.youtube.com/watch?v=HThdpvQzA4o,Andrés Corrada,The logic of NTQR evaluations of noisy judges: Complete postulates and logically consistent error correlation
Roundtable 2023.4,Roundtable,2023.4,12/8/2023,https://www.youtube.com/watch?v=rKrrpoVbwWQ,,2023 Quarterly Roundtable #4
Insights #004,Insights,#004,12/14/2023,https://youtu.be/cKZIJQLhudk,Inês Hipólito,"Markov Blankets, Modularity, Enactivism"
MorphStream #002.1,MorphStream,#002.1,12/19/2023,https://youtu.be/Wp7OebX_k70,Alon Loeffler,
Insights #005,Insights,#005,12/21/2023,https://youtu.be/Jutffqjgy18,Marilyn Stendera,"Autopoiesis, Heidegger, Futurity"
ReviewStream 2023,ReviewStream,2023,12/22/2023,https://www.youtube.com/watch?v=ykmasEwYSqQ,"Dean Tickles,Daniel Friedman",2023 Active Inference Livestream Review
Insights #006,Insights,#006,1/4/2024,https://youtu.be/7GGGBMFuRXE,Adam Safron,"Psychedelics, Emotions, The Body"
Insights #007,Insights,#007,1/11/2024,https://youtu.be/1wxxhVjSo6w,"Vicente Raja,Jeff Beck",The Markov Blanket Trick Debate
OrgStream #006.1,OrgStream,#006.1,1/22/2024,https://www.youtube.com/watch?v=SerC9wYOMHs,"Cent Hosten,Janita Chalam,Hazel",d20 Governance: an experimental governance environment
GuestStream #068.1,GuestStream,#068.1,1/23/2024,https://www.youtube.com/watch?v=3QpD4fXqQ7w,Darius Parvizi-Wayne,Distrusting the policy: how inference over action shapes our experience of temporality in flow states and life more broadly
Insights #008,Insights,#008,1/25/2024,https://youtu.be/oJZSGW2kCYY,Alexander Ororbia,"Mortal Computation, Cybernetics, AI"
MathStream #008.1,MathStream,#008.1,1/26/2024,https://www.youtube.com/watch?v=bXOAOqJxujs,Richard Servajean,Introduction to Bayesian mechanics: state-based formalism (part 1)
Insights #009,Insights,#009,2/1/2024,https://youtu.be/23XMBqlFi78,Christopher D Frith,"Mentalizing, Schizophrenia, Consciousness"
MathStream #008.2,MathStream,#008.2,2/2/2024,https://youtube.com/live/S-6qpCNq4uA?feature=share,Richard Servajean,Introduction to Bayesian mechanics: paths-based formalism (part 2)
"Parr, Pezzulo, Friston 2022 Textbook Cohort 5, Chapter 6 part 1","Parr, Pezzulo, Friston 2022 Textbook","Cohort 5, Chapter 6 part 1",2/5/2024,https://youtu.be/WZ_rsHiwXRk,,"Textbook Group meeting for Parr, Pezzulo, Friston 2022."
"Parr, Pezzulo, Friston 2022 Textbook Cohort 6, Chapter 1, part 1","Parr, Pezzulo, Friston 2022 Textbook","Cohort 6, Chapter 1, part 1",2/5/2024,https://youtu.be/imqNCmLJMts,,"Textbook Group meeting for Parr, Pezzulo, Friston 2022."
GuestStream #069.1,GuestStream,#069.1,2/6/2024,https://www.youtube.com/watch?v=Q0ySDpKFrPA,Andrew McLuhan,Marshall McLuhan and Project 69
Insights #010,Insights,#010,2/8/2024,https://youtu.be/kLLMB91DMPA,Lancelot Da Costa,"Mathematics, Time, Selfhood"
GuestStream #070.1,GuestStream,#070.1,2/9/2024,https://www.youtube.com/watch?v=FNgAL97_uwE,Jerry Michalski,Practical Collective Sensemaking
"Parr, Pezzulo, Friston 2022 Textbook Cohort 5, Chapter 6 part 2","Parr, Pezzulo, Friston 2022 Textbook","Cohort 5, Chapter 6 part 2",2/12/2024,https://youtu.be/Da6PnLlK9oc,,"Textbook Group meeting for Parr, Pezzulo, Friston 2022."
"Parr, Pezzulo, Friston 2022 Textbook Cohort 6, Chapter 1, part 2","Parr, Pezzulo, Friston 2022 Textbook","Cohort 6, Chapter 1, part 2",2/12/2024,https://youtu.be/qYImZ0Gk298,,"Textbook Group meeting for Parr, Pezzulo, Friston 2022."
GuestStream #066.2,GuestStream,#066.2,2/15/2024,https://www.youtube.com/watch?v=UAtfOc3Q4_0,Adrian Bejan,Freedom and Evolution
Insights #011,Insights,#011,2/15/2024,https://youtu.be/5OSdKU3Viu0,Julian Kiverstein,"Affordances, Enaction, Phenomenology"
"Parr, Pezzulo, Friston 2022 Textbook Cohort 5, Chapter 7 part 1","Parr, Pezzulo, Friston 2022 Textbook","Cohort 5, Chapter 7 part 1",2/19/2024,https://youtu.be/mqB1ZW3wVHc,,"Textbook Group meeting for Parr, Pezzulo, Friston 2022."
"Parr, Pezzulo, Friston 2022 Textbook Cohort 6, Chapter 2, part 1","Parr, Pezzulo, Friston 2022 Textbook","Cohort 6, Chapter 2, part 1",2/19/2024,https://youtu.be/AJ245K2DC44,,"Textbook Group meeting for Parr, Pezzulo, Friston 2022."
Insights #012,Insights,#012,2/22/2024,https://youtu.be/kNel8V3TFZs,Ronald Sladky,"Amygdala, Priors, fMRI"
GuestStream #071.1,GuestStream,#071.1,2/22/2024,https://www.youtube.com/watch?v=nss0y1P3nso,"Ryan Smith,Marishka Mehta,Rowan Hodson",The empirical status of predictive coding and active inference
"Parr, Pezzulo, Friston 2022 Textbook Cohort 5, Chapter 7 part 2","Parr, Pezzulo, Friston 2022 Textbook","Cohort 5, Chapter 7 part 2",2/26/2024,https://youtu.be/0pd6BtofNkY,,"Textbook Group meeting for Parr, Pezzulo, Friston 2022."
"Parr, Pezzulo, Friston 2022 Textbook Cohort 6, Chapter 2, part 2","Parr, Pezzulo, Friston 2022 Textbook","Cohort 6, Chapter 2, part 2",2/26/2024,https://youtu.be/s3iUvrVuckc,,"Textbook Group meeting for Parr, Pezzulo, Friston 2022."
Insights #013,Insights,#013,2/29/2024,https://youtu.be/bQAJKi5ewDI,Ryan Smith,"Wellbeing, Modelling, Precision"
GuestStream #072.1,GuestStream,#072.1,3/1/2024,https://www.youtube.com/watch?v=jI3wnTbpkNo,John Cook,Open Source AI:  The truth is the first casualty in war
MorphStream #003.1,MorphStream,#003.1,3/1/2024,https://www.youtube.com/watch?v=T5nG_5UZ_yk,Anand Subramoney,Principles of scalability and biological inspirations
GuestStream #073.1,GuestStream,#073.1,3/3/2024,https://youtube.com/live/ps3B2dfmK5Y,Lachlan Kent,Mental gravity: Modelling the embodied self on the physical environment
"Parr, Pezzulo, Friston 2022 Textbook Cohort 5, Chapter 8 part 1","Parr, Pezzulo, Friston 2022 Textbook","Cohort 5, Chapter 8 part 1",3/4/2024,https://youtu.be/0pd6BtofNkY,,"Textbook Group meeting for Parr, Pezzulo, Friston 2022."
"Parr, Pezzulo, Friston 2022 Textbook Cohort 6, Chapter 3, part 1","Parr, Pezzulo, Friston 2022 Textbook","Cohort 6, Chapter 3, part 1",3/4/2024,https://www.youtube.com/watch?v=7Ru_taOprEA,,"Textbook Group meeting for Parr, Pezzulo, Friston 2022."
MathStream #009.1,MathStream,#009.1,3/5/2024,https://www.youtube.com/watch?v=I3rhsT-8isk,Jonathan Gorard,A computational perspective on observation and cognition
GuestStream #074.1,GuestStream,#074.1,3/6/2024,https://www.youtube.com/watch?v=XX61J32RT9g,Alexey Tolchinsky,Narrative Fallacy and Other Limitations of Psychodynamic Case Formulation
Insights #014,Insights,#014,3/7/2024,https://youtu.be/HIvGyLlZx4I,Alex Kiefer,"Representations, Predictive Coding, Teleology"
"Parr, Pezzulo, Friston 2022 Textbook Cohort 5, Chapter 8 part 2","Parr, Pezzulo, Friston 2022 Textbook","Cohort 5, Chapter 8 part 2",3/11/2024,https://youtu.be/hf7V9oJAK6I,,"Textbook Group meeting for Parr, Pezzulo, Friston 2022."
"Parr, Pezzulo, Friston 2022 Textbook Cohort 6, Chapter 3, part 2","Parr, Pezzulo, Friston 2022 Textbook","Cohort 6, Chapter 3, part 2",3/11/2024,https://youtu.be/ExQZpv43sSo,,"Textbook Group meeting for Parr, Pezzulo, Friston 2022."
GuestStream #075.1,GuestStream,#075.1,3/14/2024,https://www.youtube.com/watch?v=vixLMftkUK0,"Tadayuki Matsumura 松村忠幸,Hiroyuki Mizuno 水野弘之,Kanako Esaki 江﨑佳奈子",Active Inference With Empathy Mechanism for Socially Behaved Artificial Agents in Diverse Situations
Insights #015,Insights,#015,3/14/2024,https://youtu.be/v6ddfMkuSpo,"Michael Levin,Franz Kuchling","Morphogenesis, Selfhood, Teleonomy"
"Parr, Pezzulo, Friston 2022 Textbook Cohort 5, Chapter 9 part 1","Parr, Pezzulo, Friston 2022 Textbook","Cohort 5, Chapter 9 part 1",3/18/2024,https://youtu.be/jhAy18rnFEM,,"Textbook Group meeting for Parr, Pezzulo, Friston 2022."
"Parr, Pezzulo, Friston 2022 Textbook Cohort 6, Chapter 4, part 1","Parr, Pezzulo, Friston 2022 Textbook","Cohort 6, Chapter 4, part 1",3/18/2024,https://youtu.be/Gt5vADpuw_g,,"Textbook Group meeting for Parr, Pezzulo, Friston 2022."
OrgStream #007.1,OrgStream,#007.1,3/20/2024,https://www.youtube.com/watch?v=cPv4TVBFANc,"Jamie Joyce,John Ash",Harnessing Collective Intelligence to Map AI Debates
Insights #016,Insights,#016,3/21/2024,https://youtu.be/uO1QgxI9B3g,Wanja Wiese,"Consciousness, Information Geometry, Ethical AI"
"Parr, Pezzulo, Friston 2022 Textbook Cohort 5, Chapter 9 part 2","Parr, Pezzulo, Friston 2022 Textbook","Cohort 5, Chapter 9 part 2",3/25/2024,https://youtu.be/DgppOdct0JE,,"Textbook Group meeting for Parr, Pezzulo, Friston 2022."
"Parr, Pezzulo, Friston 2022 Textbook Cohort 6, Chapter 4, part 5","Parr, Pezzulo, Friston 2022 Textbook","Cohort 6, Chapter 4, part 5",3/25/2024,https://youtu.be/L6FW9v3m-JA,,"Textbook Group meeting for Parr, Pezzulo, Friston 2022."
GuestStream #076.1,GuestStream,#076.1,3/27/2024,https://www.youtube.com/watch?v=E6DZTYdQJik,Anna Pereira,Wellness Science through the Lens of Active Inference
Insights #017,Insights,#017,3/28/2024,https://youtu.be/gpUuttKJoDM,Mark Solms,"Affect, Consciousness, Dreams"
Roundtable 2024.1,Roundtable,2024.1,3/29/2024,https://www.youtube.com/watch?v=Ln_g3qynnbA,,2024 Quarterly Roundtable #1
MathStream #010.1,MathStream,#010.1,3/29/2024,https://www.youtube.com/watch?v=3iY8ICcmd2E,Thomas Varley,Generalized decomposition of multivariate information
"Parr, Pezzulo, Friston 2022 Textbook Cohort 6, Chapter 5, part 1","Parr, Pezzulo, Friston 2022 Textbook","Cohort 6, Chapter 5, part 1",4/1/2024,https://youtu.be/Ke0x0TrBROk,,"Textbook Group meeting for Parr, Pezzulo, Friston 2022."
GuestStream #078.1,GuestStream,#078.1,4/3/2024,https://www.youtube.com/watch?v=BcepTxAv_xI,Juan Diego Bogotá,What could come before time? Intertwining affectivity and temporality at the basis of intentionality
GuestStream #077.1,GuestStream,#077.1,4/3/2024,https://www.youtube.com/watch?v=xgMW47d8H2k,Gareth Lee Stubbs,"The Police Hunch: The Bayesian Brain, Active Inference, and the Free Energy Principle in Action"
GuestStream #079.1,GuestStream,#079.1,4/3/2024,https://www.youtube.com/watch?v=7AtInJ-q7Hk,Ryota Kanai,Meta-representations as representations of processes
Insights #018,Insights,#018,4/4/2024,https://youtu.be/sAwPXw-WNg4,Sanjeev Namjoshi,"Education, Expectation-Maximisation, Evolution  "
ModelStream #010.1,ModelStream,#010.1,4/4/2024,https://www.youtube.com/watch?v=TZNXs5jP9hE,"Bart van Erp,Albert Podusenko",Building a Drone with RxInfer.jl
"Parr, Pezzulo, Friston 2022 Textbook Cohort 5, Chapter 10 part 2","Parr, Pezzulo, Friston 2022 Textbook","Cohort 5, Chapter 10 part 2",4/8/2024,https://youtu.be/0sS-Qf60Uaw,,"Textbook Group meeting for Parr, Pezzulo, Friston 2022."
"Parr, Pezzulo, Friston 2022 Textbook Cohort 6, Chapter 5, part 2","Parr, Pezzulo, Friston 2022 Textbook","Cohort 6, Chapter 5, part 2",4/8/2024,https://youtu.be/HEGhyTjMJOo,,"Textbook Group meeting for Parr, Pezzulo, Friston 2022."
OrgStream #008.1,OrgStream,#008.1,4/9/2024,https://www.youtube.com/watch?v=KwFpamHzmUc,Nathan Schneider,Governable Spaces: Democratic Design for Online Life
Insights #019,Insights,#019,4/11/2024,https://youtu.be/nf57wi3qLjk,Conor Heins,"Collective Behaviour, Enslaved Attention, Building Intelligence"
Insights #020,Insights,#020,4/18/2024,https://youtu.be/2hLeKUdOUrg,Kathryn Nave,"Agency, Vision, Life "
GuestStream #080.1,GuestStream,#080.1,4/22/2024,https://www.youtube.com/watch?v=viJt9sFqWdg,Laura Desirée Di Paolo,Active Inference Goes to School. The Importance of Active Learning in the Age of Large Language Models
GuestStream #081.1,GuestStream,#081.1,4/24/2024,https://www.youtube.com/watch?v=Q-_YCWfO0b0,Hannah Biddell,"Arousal coherence, uncertainty, and well-being: an active inference account"
Insights #021,Insights,#021,4/25/2024,https://youtu.be/IjWBAyJeCsc,Thomas Metzinger,"Pure Awareness, Self-Models, Phenomenal Transparency"
ArtStream #001.1,ArtStream,#001.1,4/26/2024,https://www.youtube.com/watch?v=q_fAglCMvPw,"Sander Van de Cruys,Jacopo Frascaroli",Order and change in art: towards an active inference account of aesthetic experience
GuestStream #082.1,GuestStream,#082.1,4/29/2024,https://www.youtube.com/watch?v=6gw6KEX10vo,Robert Worden,Bayesian Model-Based Cognition: The Requirement Equation
Insights #022,Insights,#022,5/2/2024,https://youtu.be/TvZcxUuosh0,Krys Dolega,"Emperor’s New Markov Blankets, Attention, Dan Dennett"
GuestStream #083.1,GuestStream,#083.1,5/10/2024,https://www.youtube.com/watch?v=15n6WN9jGrY,"Simon Wardley ",Wardley Mapping
ModelStream #010.2,ModelStream,#010.2,5/16/2024,https://youtu.be/ygmAhA18mkQ,Wouter Nuijten,RxEnvironments.jl
MathArtStream 1,MathArtStream,1,5/17/2024,https://www.youtube.com/watch?v=9DNxiBDYLzg,"Shanna Dobson,Héctor Manrique",Introducing MathArt Conversations
Livestream #057.0,Livestream,#057.0,5/24/2024,https://www.youtube.com/live/GoXtkxLGkjQ,,Active Data Selection and Information Seeking
MathArtStream 2,MathArtStream,2,5/24/2024,https://www.youtube.com/watch?v=XQKjFV-pCXQ,"Shanna Dobson,Stephen Sillett,Dean Tickles","Towards Tractable Insights: Dynamics and Immersion in, out and between MathArt"
Livestream #057.1,Livestream,#057.1,5/28/2024,https://www.youtube.com/watch?v=N0ozoxTgWD0,"Thomas Parr,Karl J Friston",Active Data Selection and Information Seeking
GuestStream #084.1,GuestStream,#084.1,5/30/2024,https://www.youtube.com/watch?v=Fc7bUNNdTfY,Jesse Gardner,The Nature of Habits and Agential Systems
MathArtStream 3,MathArtStream,3,5/31/2024,https://www.youtube.com/live/WnC3mZ1TAxk,"Jim Zhong,Shanna Dobson",Categorical Mental Imagery: Visualizing the 4th Spatial Dimension
GuestStream #082.2,GuestStream,#082.2,6/3/2024,https://www.youtube.com/watch?v=gMPa_xoOctU,Robert Worden,Three-dimensional Spatial Cognition: Bees and Bats
Livestream #057.2,Livestream,#057.2,6/4/2024,https://www.youtube.com/watch?v=qztkjHf2g3g,Thomas Parr,Active Data Selection and Information Seeking
ModelStream #011.1,ModelStream,#011.1,6/26/2024,https://www.youtube.com/live/Y9hP79tBXHo,Hadi Vafaii,Poisson Variational Autoencoder
ModelStream #012.1,ModelStream,#012.1,6/27/2024,https://www.youtube.com/live/u0y-NFl8emU,"Beth Fisher,Jakob Hohwy",An Active Inference Model of the Optimism Bias
Roundtable 2024.2,Roundtable,2024.2,6/28/2024,https://www.youtube.com/watch?v=VLP_jV_KRhc,,2024 Quarterly Roundtable #2
Insights #023,Insights,#023,6/28/2024,https://youtu.be/sKVZykutOD0,Iain McGilchrist,"Hemispheric Lateralisation, Relationality, Being-In-The-World"
ArtStream #002.1,ArtStream,#002.1,7/8/2024,https://www.youtube.com/live/UD-VfVJ41WA,Aenne Brielmann,Modelling individual aesthetic judgements over time
Insights #024,Insights,#024,7/8/2024,https://www.youtube.com/live/1Xu8jYKWsGM,Darius Parvizi-Wayne,Season Finale // Reflection
MathArtStream 4,MathArtStream,4,7/12/2024,https://www.youtube.com/live/i9oij02oje0,Kirby Urner,“Dimension” in Synergetics
"Parr, Pezzulo, Friston 2022 Textbook Cohort 6, Applying ActInf 1","Parr, Pezzulo, Friston 2022 Textbook","Cohort 6, Applying ActInf 1",7/15/2024,https://youtu.be/H-_iRin1vfI,,"Textbook Group meeting for Parr, Pezzulo, Friston 2022."
"Parr, Pezzulo, Friston 2022 Textbook Cohort 7, Chapter 1 part 1","Parr, Pezzulo, Friston 2022 Textbook","Cohort 7, Chapter 1 part 1",7/15/2024,https://youtu.be/Vp07CwdeD5o,,"Textbook Group meeting for Parr, Pezzulo, Friston 2022."
GuestStream #083.1,GuestStream,#083.1,7/17/2024,https://www.youtube.com/live/yknM6SFlPPc,Joshua Bongard,Embodied intelligence
GuestStream #076.2,GuestStream,#076.2,7/18/2024,https://www.youtube.com/live/s8MLTd_HzRc,Anna Pereira,Active Inference Circle Book Project and Things Update
GuestStream #082.3,GuestStream,#082.3,7/22/2024,https://www.youtube.com/live/IvY4acL8YeA,Robert Worden,The Projective Wave Theory of Consciousness
GuestStream #084.1,GuestStream,#084.1,7/22/2024,https://www.youtube.com/live/Wn65WcYGQSA,"Raphael Milliere,Charles Rathkopf",Anthropocentric bias and the possibility of artificial cognition
"Parr, Pezzulo, Friston 2022 Textbook Cohort 6, Applying ActInf 2","Parr, Pezzulo, Friston 2022 Textbook","Cohort 6, Applying ActInf 2",7/22/2024,https://youtu.be/-DQ6B7cagQ0,,"Textbook Group meeting for Parr, Pezzulo, Friston 2022."
"Parr, Pezzulo, Friston 2022 Textbook Cohort 7, Chapter 1 part 2","Parr, Pezzulo, Friston 2022 Textbook","Cohort 7, Chapter 1 part 2",7/22/2024,https://youtu.be/0FNa9vMVZ5I,,"Textbook Group meeting for Parr, Pezzulo, Friston 2022."
MathArtStream 5,MathArtStream,5,7/26/2024,https://www.youtube.com/live/MUcsN43HPoI,"Jim Zhong,Shanna Dobson,Héctor Manrique,Estelle Perchaud",Visualizing the 4th Dimension II: Retinal Path and 5D
GuestStream #082.4,GuestStream,#082.4,7/29/2024,https://www.youtube.com/live/zqOcywx40n8,Robert Worden,Assessment of the Brain Wave Hypothesis
"Parr, Pezzulo, Friston 2022 Textbook Cohort 6, Applying ActInf 3","Parr, Pezzulo, Friston 2022 Textbook","Cohort 6, Applying ActInf 3",7/29/2024,https://youtu.be/0rQWh-pBXSQ,,"Textbook Group meeting for Parr, Pezzulo, Friston 2022."
"Parr, Pezzulo, Friston 2022 Textbook Cohort 7, general and modeling ","Parr, Pezzulo, Friston 2022 Textbook","Cohort 7, general and modeling ",7/29/2024,https://youtu.be/rblchIvoEIY,,"Textbook Group meeting for Parr, Pezzulo, Friston 2022."
MathArtStream 6,MathArtStream,6,8/2/2024,https://www.youtube.com/live/qDilepcGCNs,"Shanna Dobson,Héctor Manrique","Dementors, Animagus and Episodic Memory: an Active Inference exploration of “Harry Potter and the Prisoner of Azkaban"
GuestStream #085.1,GuestStream,#085.1,8/5/2024,https://www.youtube.com/live/UB-TIIlmwlU,David Bloomin,[Deep] Learning Active Inference
Active InferAnt Stream #001.1,Active InferAnt Stream,#001.1,8/5/2024,https://www.youtube.com/live/6E4CpJvzddg,Daniel Friedman,FieldSHIFT-2: Fully Synthetic Dissertations for All-by-All Shifted Domains
"Parr, Pezzulo, Friston 2022 Textbook Cohort 6, Chapter 7 part 1","Parr, Pezzulo, Friston 2022 Textbook","Cohort 6, Chapter 7 part 1",8/5/2024,https://youtu.be/Yp8LSoHiMlk,,"Textbook Group meeting for Parr, Pezzulo, Friston 2022."
"Parr, Pezzulo, Friston 2022 Textbook Cohort 7, Chapter 2 part 1","Parr, Pezzulo, Friston 2022 Textbook","Cohort 7, Chapter 2 part 1",8/5/2024,https://youtu.be/YyKoz1yeEPQ,,"Textbook Group meeting for Parr, Pezzulo, Friston 2022."
MathStream #011.1,MathStream,#011.1,8/12/2024,https://www.youtube.com/live/IPiazKlNZ4g,Toby St Clere Smithe,Structured Active Inference
"Parr, Pezzulo, Friston 2022 Textbook Cohort 6, Chapter 7 part 2","Parr, Pezzulo, Friston 2022 Textbook","Cohort 6, Chapter 7 part 2",8/12/2024,https://youtu.be/CEL1TfYypAk,,"Textbook Group meeting for Parr, Pezzulo, Friston 2022."
"Parr, Pezzulo, Friston 2022 Textbook Cohort 7, Chapter 2 part 2","Parr, Pezzulo, Friston 2022 Textbook","Cohort 7, Chapter 2 part 2",8/12/2024,https://youtu.be/tg1LkHTy0h0,,"Textbook Group meeting for Parr, Pezzulo, Friston 2022."
MathArtStream 7,MathArtStream,7,8/16/2024,https://www.youtube.com/live/dtw7RaxaFTo,"Shanna Dobson,Héctor Manrique","Dementors, Animagus and Episodic Memory: an Active Inference exploration of Harry Potter and the Prisoner of Azkaban Part II"
Active InferAnt Stream #002.1,Active InferAnt Stream,#002.1,8/17/2024,https://www.youtube.com/live/I6sy9fMRcTs,Daniel Friedman,Towards a More Structural InferAnts (P3IF and 3R)
"Parr, Pezzulo, Friston 2022 Textbook Cohort 6, applying ActInf 4","Parr, Pezzulo, Friston 2022 Textbook","Cohort 6, applying ActInf 4",8/19/2024,https://youtu.be/nFHQ_Bjub3o,,"Textbook Group meeting for Parr, Pezzulo, Friston 2022."
"Parr, Pezzulo, Friston 2022 Textbook Cohort 7, open/general","Parr, Pezzulo, Friston 2022 Textbook","Cohort 7, open/general",8/19/2024,https://youtu.be/oDneqzXQNJo,,"Textbook Group meeting for Parr, Pezzulo, Friston 2022."
GuestStream #086.1,GuestStream,#086.1,8/20/2024,https://www.youtube.com/live/pYJUgEqS42U,"Moein Khajehnejad,Forough Habibollahi",Biological Neurons Compete with Deep Reinforcement Learning in Sample Efficiency in a Simulated Gameworld
ModelStream #013.1,ModelStream,#013.1,8/23/2024,https://www.youtube.com/live/MUaKYWKs0kk,Jacques Pienaar,Synthesizing the Born rule with reinforcement learning
"Parr, Pezzulo, Friston 2022 Textbook Cohort 6, Chapter 8 part 1","Parr, Pezzulo, Friston 2022 Textbook","Cohort 6, Chapter 8 part 1",8/26/2024,https://youtu.be/meHNspbSYto,,"Textbook Group meeting for Parr, Pezzulo, Friston 2022."
"Parr, Pezzulo, Friston 2022 Textbook Cohort 7, Chapter 3","Parr, Pezzulo, Friston 2022 Textbook","Cohort 7, Chapter 3",8/26/2024,https://youtu.be/M3r2AMBFZBo,,"Textbook Group meeting for Parr, Pezzulo, Friston 2022."
Active InferAnt Stream #003.1,Active InferAnt Stream,#003.1,8/31/2024,https://www.youtube.com/live/_OYKnrktAOU,Daniel Friedman,"“Systems Within Systems” – William Blake, FOIA, Cognitive Sovereignty, and PyMDP social learning"
GuestStream #087.1,GuestStream,#087.1,9/5/2024,https://www.youtube.com/live/0Cx5MTNxs-0,John Boik,CogNarr Ecosystem: Facilitating Group Cognition at Scale
MathArtStream 8,MathArtStream,8,9/6/2024,https://www.youtube.com/live/yIS0OW2o18s,"Shanna Dobson,Daniel Friedman","William Blake, Kierkegaard, Gothic"
ArtStream #003.1,ArtStream,#003.1,9/9/2024,https://www.youtube.com/live/ZfGRa_n4gB4,Diana Omigie,A model of time-varying music engagement
"Parr, Pezzulo, Friston 2022 Textbook Cohort 6, applying ActInf 5","Parr, Pezzulo, Friston 2022 Textbook","Cohort 6, applying ActInf 5",9/9/2024,https://youtu.be/TZKflAT3JmY,,"Textbook Group meeting for Parr, Pezzulo, Friston 2022."
GuestStream #087.2,GuestStream,#087.2,9/10/2024,https://www.youtube.com/live/52eHP5ReG34,John Boik,CogNarr Ecosystem: Preliminary Thoughts on a Story Graph Meaning Representation
ModelStream #014.1,ModelStream,#014.1,9/13/2024,https://www.youtube.com/live/Me3BitlU6Vs,Ran Wei,Value of Information and Reward Specification in Active Inference and POMDPs
"Parr, Pezzulo, Friston 2022 Textbook Cohort 6, Chapter 9 part 1","Parr, Pezzulo, Friston 2022 Textbook","Cohort 6, Chapter 9 part 1",9/16/2024,https://youtu.be/T1mQYCLkQo8,,"Textbook Group meeting for Parr, Pezzulo, Friston 2022."
"Parr, Pezzulo, Friston 2022 Textbook Cohort 7, Chapter 4 part 1","Parr, Pezzulo, Friston 2022 Textbook","Cohort 7, Chapter 4 part 1",9/16/2024,https://youtu.be/-7YZ8olj7Wo,,"Textbook Group meeting for Parr, Pezzulo, Friston 2022."
GuestStream #088.1,GuestStream,#088.1,9/17/2024,https://www.youtube.com/live/m__QjVPk98Y,Hunar Ahmad Abdulrahman,What is the Limit of Our Brains in Predicting Future Events?
"Parr, Pezzulo, Friston 2022 Textbook Cohort 7, Chapter 4 part 2","Parr, Pezzulo, Friston 2022 Textbook","Cohort 7, Chapter 4 part 2",9/23/2024,https://youtu.be/ee7P_RFYOFI,,"Textbook Group meeting for Parr, Pezzulo, Friston 2022."
GuestStream #089.1,GuestStream,#089.1,9/30/2024,https://www.youtube.com/live/esn5C4i9Jlc,Stefan Bernegger,Generic framework for a coherent integration of experience and exposure rating in reinsurance
Roundtable 2024.3,Roundtable,2024.3,10/1/2024,https://www.youtube.com/watch?v=tlDnkNGVK1Y,,2024 Quarterly Roundtable #3
Active InferAnt Stream #004.1,Active InferAnt Stream,#004.1,10/2/2024,https://www.youtube.com/live/-nF0EXr3Rpk,Daniel Friedman,Does Synthetic Fabric dream of Active Inference (too)?
MathArtStream 9,MathArtStream,9,10/7/2024,https://youtu.be/aYh658kckwA,"Héctor Manrique,Ana Magdalena Hurtado","The Expanse, books and TV-series, a Treatise on Human Nature"
Active InferAnt Stream #005.1,Active InferAnt Stream,#005.1,10/16/2024,https://www.youtube.com/live/gWJ-rG8UuFg,Daniel Friedman,FORMINDEX: FORMIS INtegrated Database EXploration
ModelStream #015.0,ModelStream,#015.0,10/22/2024,https://www.youtube.com/live/wAd-ARzquj8,Andrew Pashea,Active Agents: An Active Inference Approach to Agent-Based Modeling in the Social Sciences
MathArtStream 10,MathArtStream,10,10/25/2024,https://www.youtube.com/live/irpsxu304-0,"Shanna Dobson,Sonia de Jager","All things mirrored bɘɿoɿɿim ƨϱniʜɈ llA: A speculation into the effects of reflection(s), duplication and symmetry through Active Inference"
Livestream #058.0,Livestream,#058.0,10/29/2024,https://www.youtube.com/live/_zW1BrLwACY,,From pixels to planning: scale-free active inference
GuestStream #090.1,GuestStream,#090.1,10/31/2024,https://www.youtube.com/live/8mGBPhgYGCo,Benjamin Nelson,Mechanics of the Mind
